"x","y","Elev_m"
453,138,1763
454,138,1572
455,138,1245
456,138,1055
457,138,1274
458,138,1282
459,138,1170
460,138,980
461,138,918
462,138,997
463,138,1366
464,138,1776
465,138,2053
466,138,2139
467,138,2150
468,138,2102
469,138,1995
470,138,1883
471,138,1797
472,138,1771
473,138,1918
474,138,2108
475,138,2175
476,138,2293
477,138,2504
478,138,2333
479,138,2318
480,138,2407
481,138,2208
482,138,2406
483,138,2727
484,138,2647
485,138,2504
486,138,2445
487,138,2632
488,138,2640
489,138,2529
490,138,2360
491,138,2482
492,138,2509
493,138,2270
494,138,1950
495,138,1617
496,138,1370
497,138,1405
498,138,1690
1,139,697
2,139,681
3,139,693
4,139,680
5,139,668
6,139,671
7,139,711
8,139,791
9,139,819
10,139,810
11,139,840
12,139,823
13,139,780
14,139,746
15,139,741
16,139,602
17,139,569
18,139,658
19,139,679
20,139,694
21,139,714
22,139,816
23,139,920
24,139,977
25,139,1014
26,139,1024
27,139,1029
28,139,988
29,139,958
30,139,938
31,139,903
32,139,890
33,139,889
34,139,884
35,139,910
36,139,926
37,139,940
38,139,915
39,139,865
40,139,858
41,139,825
42,139,890
43,139,904
44,139,961
45,139,1002
46,139,1011
47,139,1002
48,139,860
49,139,781
50,139,779
51,139,858
52,139,867
53,139,893
54,139,905
55,139,919
56,139,1027
57,139,1111
58,139,1116
59,139,1109
60,139,1103
61,139,1118
62,139,1110
63,139,1083
64,139,1096
65,139,1126
66,139,1125
67,139,1070
68,139,1081
69,139,1099
70,139,1249
71,139,1282
72,139,1268
73,139,1184
74,139,1081
75,139,1008
76,139,1009
77,139,1066
78,139,1275
79,139,1343
80,139,1357
81,139,1265
82,139,1108
83,139,978
84,139,866
85,139,826
86,139,796
87,139,767
88,139,745
89,139,725
90,139,702
91,139,696
92,139,808
93,139,1011
94,139,1102
95,139,1039
96,139,911
97,139,749
98,139,630
99,139,558
100,139,516
101,139,461
102,139,445
103,139,470
104,139,463
105,139,435
106,139,430
107,139,441
108,139,516
109,139,510
110,139,474
111,139,458
112,139,449
113,139,449
114,139,473
115,139,541
116,139,555
117,139,546
118,139,531
119,139,458
120,139,442
121,139,441
122,139,461
123,139,462
124,139,438
125,139,438
126,139,439
127,139,440
128,139,445
129,139,456
130,139,473
131,139,486
132,139,479
133,139,458
134,139,501
135,139,521
136,139,553
137,139,556
138,139,589
139,139,617
140,139,650
141,139,731
142,139,760
143,139,738
144,139,705
145,139,682
146,139,657
147,139,652
148,139,666
149,139,670
150,139,661
151,139,644
152,139,627
153,139,599
154,139,577
155,139,565
156,139,552
157,139,549
158,139,545
159,139,524
160,139,524
161,139,524
162,139,528
163,139,531
164,139,536
165,139,550
166,139,596
167,139,606
168,139,596
169,139,614
170,139,604
171,139,670
172,139,698
173,139,685
174,139,614
175,139,691
176,139,736
177,139,657
178,139,566
179,139,563
180,139,569
181,139,576
182,139,611
183,139,675
184,139,697
185,139,737
186,139,790
187,139,739
188,139,706
189,139,649
190,139,661
191,139,740
192,139,799
193,139,804
194,139,767
195,139,789
196,139,823
197,139,856
198,139,888
199,139,930
200,139,869
201,139,939
202,139,1016
203,139,1041
204,139,1107
205,139,1127
206,139,1148
207,139,1016
208,139,1070
209,139,1172
210,139,1070
211,139,939
212,139,956
213,139,960
214,139,1001
215,139,960
216,139,1002
217,139,1020
218,139,937
219,139,929
220,139,890
221,139,926
222,139,919
223,139,851
224,139,844
225,139,858
226,139,741
227,139,709
228,139,734
229,139,713
230,139,648
231,139,748
232,139,857
233,139,966
234,139,990
235,139,880
236,139,760
237,139,660
238,139,601
239,139,663
240,139,696
241,139,703
242,139,784
243,139,844
244,139,872
245,139,862
246,139,889
247,139,970
248,139,1013
249,139,888
250,139,747
251,139,781
252,139,820
253,139,839
254,139,757
255,139,683
256,139,594
257,139,460
258,139,446
259,139,461
260,139,501
261,139,489
262,139,445
263,139,434
264,139,434
265,139,434
266,139,434
267,139,434
268,139,434
269,139,434
270,139,434
271,139,434
272,139,434
273,139,434
274,139,434
275,139,434
276,139,434
277,139,434
278,139,434
279,139,600
280,139,822
281,139,1200
282,139,1323
283,139,1436
284,139,1396
285,139,1332
286,139,1252
287,139,1209
288,139,1197
289,139,1061
290,139,964
291,139,900
292,139,866
293,139,828
294,139,841
295,139,838
296,139,621
297,139,453
298,139,462
299,139,489
300,139,509
301,139,564
302,139,704
303,139,854
304,139,1032
305,139,1207
306,139,1466
307,139,1398
308,139,1373
309,139,1423
310,139,1407
311,139,1328
312,139,1260
313,139,1354
314,139,1349
315,139,1370
316,139,1605
317,139,1511
318,139,1260
319,139,1066
320,139,1412
321,139,1642
322,139,1789
323,139,1591
324,139,1594
325,139,1775
326,139,1819
327,139,1479
328,139,1339
329,139,1213
330,139,1176
331,139,1139
332,139,898
333,139,888
334,139,894
335,139,909
336,139,848
337,139,848
338,139,868
339,139,1007
340,139,1335
341,139,1489
342,139,1542
343,139,1593
344,139,1615
345,139,1713
346,139,2011
347,139,1814
348,139,1255
349,139,789
350,139,643
351,139,530
352,139,536
353,139,799
354,139,1208
355,139,1644
356,139,1937
357,139,2022
358,139,2189
359,139,2311
360,139,2081
361,139,1813
362,139,2003
363,139,2078
364,139,1998
365,139,1823
366,139,1777
367,139,2082
368,139,2269
369,139,2344
370,139,2282
371,139,2180
372,139,2016
373,139,1764
374,139,1689
375,139,1821
376,139,1993
377,139,2158
378,139,2038
379,139,1992
380,139,2054
381,139,2120
382,139,2001
383,139,1871
384,139,1719
385,139,1367
386,139,1057
387,139,893
388,139,1161
389,139,1477
390,139,1495
391,139,1123
392,139,891
393,139,800
394,139,681
395,139,612
396,139,583
397,139,485
398,139,461
399,139,461
400,139,465
401,139,470
402,139,475
403,139,497
404,139,558
405,139,606
406,139,644
407,139,731
408,139,993
409,139,1084
410,139,1345
411,139,1709
412,139,1842
413,139,1981
414,139,2010
415,139,2015
416,139,1957
417,139,1798
418,139,1564
419,139,1277
420,139,1076
421,139,1201
422,139,1358
423,139,1593
424,139,1741
425,139,1865
426,139,2162
427,139,2112
428,139,1930
429,139,1795
430,139,1897
431,139,2022
432,139,1822
433,139,1690
434,139,1628
435,139,1668
436,139,1926
437,139,2100
438,139,2158
439,139,2273
440,139,2296
441,139,2206
442,139,2141
443,139,2405
444,139,2424
445,139,2322
446,139,2200
447,139,2195
448,139,2158
449,139,2028
450,139,2187
451,139,2102
452,139,1951
453,139,1729
454,139,1468
455,139,1194
456,139,935
457,139,839
458,139,852
459,139,879
460,139,927
461,139,1127
462,139,1338
463,139,1491
464,139,1692
465,139,1829
466,139,1919
467,139,2048
468,139,2182
469,139,2318
470,139,2348
471,139,2178
472,139,2087
473,139,2079
474,139,1957
475,139,2024
476,139,2215
477,139,2335
478,139,2308
479,139,2219
480,139,2108
481,139,2290
482,139,2592
483,139,2767
484,139,2611
485,139,2472
486,139,2306
487,139,2492
488,139,2778
489,139,2716
490,139,2657
491,139,2619
492,139,2531
493,139,2408
494,139,2145
495,139,1826
496,139,1675
497,139,1450
498,139,1350
1,140,657
2,140,660
3,140,688
4,140,674
5,140,700
6,140,692
7,140,678
8,140,656
9,140,680
10,140,760
11,140,794
12,140,709
13,140,714
14,140,722
15,140,585
16,140,483
17,140,657
18,140,703
19,140,665
20,140,655
21,140,697
22,140,748
23,140,839
24,140,902
25,140,958
26,140,983
27,140,1031
28,140,1051
29,140,1080
30,140,1079
31,140,1047
32,140,1019
33,140,936
34,140,902
35,140,925
36,140,907
37,140,885
38,140,874
39,140,870
40,140,860
41,140,814
42,140,795
43,140,810
44,140,826
45,140,857
46,140,814
47,140,872
48,140,888
49,140,845
50,140,771
51,140,769
52,140,798
53,140,813
54,140,962
55,140,981
56,140,981
57,140,1044
58,140,1052
59,140,1047
60,140,1110
61,140,1149
62,140,1190
63,140,1181
64,140,1134
65,140,1100
66,140,1098
67,140,1118
68,140,1115
69,140,1113
70,140,1116
71,140,1195
72,140,1278
73,140,1227
74,140,1185
75,140,1125
76,140,1019
77,140,1016
78,140,1035
79,140,1232
80,140,1360
81,140,1364
82,140,1305
83,140,1205
84,140,987
85,140,851
86,140,815
87,140,782
88,140,761
89,140,747
90,140,729
91,140,700
92,140,732
93,140,783
94,140,954
95,140,1126
96,140,1127
97,140,1098
98,140,909
99,140,652
100,140,577
101,140,563
102,140,529
103,140,443
104,140,460
105,140,439
106,140,432
107,140,448
108,140,453
109,140,567
110,140,556
111,140,477
112,140,449
113,140,450
114,140,446
115,140,459
116,140,506
117,140,549
118,140,559
119,140,543
120,140,454
121,140,439
122,140,439
123,140,444
124,140,438
125,140,439
126,140,439
127,140,448
128,140,450
129,140,444
130,140,450
131,140,458
132,140,484
133,140,490
134,140,450
135,140,504
136,140,525
137,140,520
138,140,554
139,140,585
140,140,595
141,140,661
142,140,683
143,140,701
144,140,661
145,140,646
146,140,621
147,140,596
148,140,586
149,140,630
150,140,644
151,140,642
152,140,607
153,140,586
154,140,532
155,140,525
156,140,525
157,140,525
158,140,543
159,140,569
160,140,564
161,140,533
162,140,520
163,140,519
164,140,522
165,140,538
166,140,559
167,140,577
168,140,562
169,140,571
170,140,602
171,140,585
172,140,707
173,140,670
174,140,610
175,140,651
176,140,658
177,140,588
178,140,555
179,140,560
180,140,679
181,140,700
182,140,669
183,140,651
184,140,645
185,140,712
186,140,741
187,140,772
188,140,788
189,140,723
190,140,672
191,140,703
192,140,709
193,140,716
194,140,789
195,140,846
196,140,892
197,140,920
198,140,869
199,140,850
200,140,973
201,140,1039
202,140,988
203,140,1098
204,140,1022
205,140,1070
206,140,1009
207,140,998
208,140,1069
209,140,1095
210,140,1026
211,140,940
212,140,889
213,140,929
214,140,983
215,140,934
216,140,931
217,140,949
218,140,908
219,140,850
220,140,859
221,140,834
222,140,843
223,140,848
224,140,795
225,140,837
226,140,825
227,140,787
228,140,656
229,140,651
230,140,635
231,140,721
232,140,808
233,140,893
234,140,959
235,140,911
236,140,822
237,140,707
238,140,626
239,140,560
240,140,571
241,140,572
242,140,598
243,140,643
244,140,708
245,140,778
246,140,835
247,140,923
248,140,890
249,140,793
250,140,661
251,140,587
252,140,576
253,140,579
254,140,543
255,140,530
256,140,474
257,140,460
258,140,452
259,140,490
260,140,570
261,140,521
262,140,439
263,140,434
264,140,434
265,140,434
266,140,434
267,140,434
268,140,434
269,140,434
270,140,442
271,140,434
272,140,434
273,140,434
274,140,434
275,140,434
276,140,590
277,140,592
278,140,741
279,140,898
280,140,1130
281,140,1527
282,140,1506
283,140,1430
284,140,1547
285,140,1363
286,140,1172
287,140,1014
288,140,865
289,140,783
290,140,691
291,140,602
292,140,561
293,140,537
294,140,455
295,140,447
296,140,530
297,140,461
298,140,491
299,140,549
300,140,611
301,140,724
302,140,864
303,140,1048
304,140,1393
305,140,1379
306,140,1399
307,140,1366
308,140,1402
309,140,1529
310,140,1456
311,140,1355
312,140,1262
313,140,1190
314,140,1174
315,140,1195
316,140,1420
317,140,1462
318,140,1123
319,140,1030
320,140,1443
321,140,1701
322,140,1763
323,140,1480
324,140,1304
325,140,1564
326,140,1851
327,140,1678
328,140,1507
329,140,1546
330,140,1552
331,140,1375
332,140,1155
333,140,1051
334,140,985
335,140,886
336,140,971
337,140,1033
338,140,1032
339,140,848
340,140,848
341,140,848
342,140,867
343,140,1039
344,140,1057
345,140,1104
346,140,1200
347,140,1201
348,140,975
349,140,679
350,140,540
351,140,470
352,140,528
353,140,867
354,140,1318
355,140,1632
356,140,1949
357,140,2182
358,140,2267
359,140,2282
360,140,1998
361,140,2042
362,140,2230
363,140,2300
364,140,2216
365,140,2064
366,140,1964
367,140,2081
368,140,2246
369,140,2341
370,140,2257
371,140,2192
372,140,2115
373,140,1756
374,140,1496
375,140,1432
376,140,1771
377,140,2185
378,140,2141
379,140,1853
380,140,1707
381,140,1905
382,140,1886
383,140,1806
384,140,1725
385,140,1579
386,140,1345
387,140,969
388,140,890
389,140,1195
390,140,1172
391,140,893
392,140,678
393,140,558
394,140,476
395,140,462
396,140,462
397,140,463
398,140,464
399,140,467
400,140,471
401,140,470
402,140,474
403,140,517
404,140,735
405,140,699
406,140,748
407,140,889
408,140,1117
409,140,1353
410,140,1623
411,140,1969
412,140,1953
413,140,1944
414,140,1913
415,140,1851
416,140,1769
417,140,1633
418,140,1503
419,140,1273
420,140,1344
421,140,1461
422,140,1494
423,140,1429
424,140,1493
425,140,1740
426,140,1852
427,140,1933
428,140,2073
429,140,2096
430,140,2133
431,140,2147
432,140,2016
433,140,1943
434,140,1926
435,140,1768
436,140,1943
437,140,2321
438,140,2499
439,140,2347
440,140,2106
441,140,1859
442,140,1733
443,140,1842
444,140,1908
445,140,2145
446,140,2282
447,140,2114
448,140,1956
449,140,1821
450,140,2142
451,140,2106
452,140,1942
453,140,1777
454,140,1427
455,140,1057
456,140,807
457,140,850
458,140,1064
459,140,1107
460,140,1211
461,140,1453
462,140,1679
463,140,1807
464,140,1960
465,140,2063
466,140,2139
467,140,2197
468,140,2231
469,140,2415
470,140,2421
471,140,2416
472,140,2331
473,140,2329
474,140,2317
475,140,2289
476,140,2294
477,140,2464
478,140,2526
479,140,2321
480,140,2074
481,140,2348
482,140,2520
483,140,2657
484,140,2457
485,140,2363
486,140,2169
487,140,2283
488,140,2578
489,140,2758
490,140,2609
491,140,2426
492,140,2322
493,140,2202
494,140,2099
495,140,2190
496,140,2214
497,140,1967
498,140,1658
1,141,646
2,141,651
3,141,670
4,141,659
5,141,675
6,141,688
7,141,688
8,141,663
9,141,680
10,141,539
11,141,561
12,141,494
13,141,471
14,141,438
15,141,422
16,141,607
17,141,750
18,141,753
19,141,740
20,141,704
21,141,678
22,141,725
23,141,778
24,141,820
25,141,822
26,141,806
27,141,887
28,141,929
29,141,1009
30,141,1033
31,141,1094
32,141,1086
33,141,1078
34,141,1073
35,141,1001
36,141,910
37,141,886
38,141,867
39,141,870
40,141,865
41,141,853
42,141,843
43,141,803
44,141,847
45,141,874
46,141,925
47,141,956
48,141,950
49,141,880
50,141,787
51,141,755
52,141,755
53,141,764
54,141,791
55,141,810
56,141,876
57,141,927
58,141,956
59,141,929
60,141,974
61,141,1102
62,141,1153
63,141,1184
64,141,1175
65,141,1133
66,141,1072
67,141,1076
68,141,1091
69,141,1103
70,141,1096
71,141,1109
72,141,1141
73,141,1154
74,141,1142
75,141,1176
76,141,1100
77,141,1033
78,141,1030
79,141,1050
80,141,1190
81,141,1296
82,141,1342
83,141,1235
84,141,1122
85,141,1028
86,141,880
87,141,810
88,141,783
89,141,763
90,141,736
91,141,718
92,141,722
93,141,728
94,141,783
95,141,851
96,141,973
97,141,1089
98,141,1147
99,141,1008
100,141,690
101,141,598
102,141,630
103,141,523
104,141,436
105,141,435
106,141,431
107,141,431
108,141,432
109,141,434
110,141,481
111,141,561
112,141,539
113,141,438
114,141,433
115,141,432
116,141,436
117,141,511
118,141,520
119,141,502
120,141,530
121,141,483
122,141,439
123,141,439
124,141,453
125,141,464
126,141,452
127,141,452
128,141,446
129,141,448
130,141,446
131,141,445
132,141,447
133,141,455
134,141,448
135,141,461
136,141,514
137,141,537
138,141,519
139,141,542
140,141,565
141,141,551
142,141,559
143,141,610
144,141,589
145,141,607
146,141,537
147,141,528
148,141,530
149,141,530
150,141,533
151,141,529
152,141,530
153,141,530
154,141,540
155,141,548
156,141,539
157,141,562
158,141,569
159,141,571
160,141,558
161,141,541
162,141,523
163,141,518
164,141,520
165,141,525
166,141,528
167,141,531
168,141,547
169,141,600
170,141,578
171,141,583
172,141,601
173,141,602
174,141,571
175,141,592
176,141,579
177,141,549
178,141,553
179,141,630
180,141,680
181,141,755
182,141,785
183,141,743
184,141,683
185,141,653
186,141,716
187,141,751
188,141,791
189,141,783
190,141,700
191,141,717
192,141,756
193,141,729
194,141,740
195,141,775
196,141,823
197,141,830
198,141,831
199,141,909
200,141,942
201,141,907
202,141,977
203,141,1000
204,141,970
205,141,921
206,141,989
207,141,1082
208,141,1063
209,141,977
210,141,924
211,141,922
212,141,883
213,141,871
214,141,909
215,141,919
216,141,857
217,141,895
218,141,969
219,141,1004
220,141,985
221,141,1004
222,141,950
223,141,916
224,141,840
225,141,734
226,141,730
227,141,710
228,141,783
229,141,757
230,141,608
231,141,704
232,141,802
233,141,853
234,141,919
235,141,793
236,141,742
237,141,669
238,141,549
239,141,519
240,141,516
241,141,517
242,141,504
243,141,499
244,141,501
245,141,533
246,141,570
247,141,571
248,141,571
249,141,580
250,141,591
251,141,614
252,141,626
253,141,579
254,141,533
255,141,497
256,141,478
257,141,461
258,141,454
259,141,478
260,141,470
261,141,438
262,141,434
263,141,434
264,141,438
265,141,484
266,141,434
267,141,434
268,141,434
269,141,434
270,141,440
271,141,486
272,141,486
273,141,517
274,141,543
275,141,626
276,141,894
277,141,1046
278,141,1191
279,141,1265
280,141,1419
281,141,1285
282,141,1270
283,141,1174
284,141,1160
285,141,905
286,141,770
287,141,668
288,141,606
289,141,537
290,141,496
291,141,459
292,141,447
293,141,447
294,141,447
295,141,451
296,141,456
297,141,477
298,141,532
299,141,634
300,141,748
301,141,825
302,141,1013
303,141,1264
304,141,1427
305,141,1252
306,141,1198
307,141,1211
308,141,1320
309,141,1503
310,141,1502
311,141,1392
312,141,1340
313,141,1239
314,141,1127
315,141,1084
316,141,1145
317,141,1101
318,141,967
319,141,1112
320,141,1542
321,141,1655
322,141,1804
323,141,1727
324,141,1298
325,141,1234
326,141,1616
327,141,1816
328,141,1605
329,141,1653
330,141,1762
331,141,1793
332,141,1743
333,141,1543
334,141,1507
335,141,1538
336,141,1558
337,141,1637
338,141,1634
339,141,1358
340,141,1083
341,141,997
342,141,849
343,141,878
344,141,986
345,141,902
346,141,703
347,141,623
348,141,532
349,141,483
350,141,455
351,141,480
352,141,634
353,141,1061
354,141,1483
355,141,1758
356,141,1953
357,141,2231
358,141,2274
359,141,2099
360,141,1829
361,141,1856
362,141,1958
363,141,1952
364,141,2070
365,141,2155
366,141,2165
367,141,2188
368,141,2208
369,141,2055
370,141,2070
371,141,2086
372,141,1853
373,141,1744
374,141,1515
375,141,1323
376,141,1538
377,141,1953
378,141,2235
379,141,2041
380,141,1759
381,141,1603
382,141,1557
383,141,1626
384,141,1639
385,141,1496
386,141,1313
387,141,1121
388,141,931
389,141,843
390,141,809
391,141,650
392,141,535
393,141,471
394,141,461
395,141,461
396,141,459
397,141,458
398,141,460
399,141,466
400,141,469
401,141,497
402,141,754
403,141,876
404,141,710
405,141,693
406,141,823
407,141,1082
408,141,1272
409,141,1452
410,141,1904
411,141,2135
412,141,1958
413,141,1795
414,141,1695
415,141,1600
416,141,1530
417,141,1473
418,141,1403
419,141,1393
420,141,1518
421,141,1592
422,141,1630
423,141,1764
424,141,1745
425,141,1770
426,141,1831
427,141,1898
428,141,1946
429,141,1988
430,141,2050
431,141,2195
432,141,2154
433,141,2236
434,141,2248
435,141,2074
436,141,2183
437,141,2268
438,141,2170
439,141,2021
440,141,1873
441,141,1819
442,141,1750
443,141,1620
444,141,1641
445,141,1942
446,141,2134
447,141,1974
448,141,1676
449,141,1568
450,141,1818
451,141,1970
452,141,1799
453,141,1431
454,141,1093
455,141,822
456,141,922
457,141,1222
458,141,1503
459,141,1594
460,141,1462
461,141,1761
462,141,2067
463,141,2118
464,141,2267
465,141,2199
466,141,2277
467,141,2315
468,141,2313
469,141,2171
470,141,2103
471,141,2168
472,141,2171
473,141,2198
474,141,2237
475,141,2232
476,141,2216
477,141,2227
478,141,2258
479,141,2250
480,141,2050
481,141,2172
482,141,2475
483,141,2647
484,141,2564
485,141,2407
486,141,2067
487,141,2364
488,141,2639
489,141,2842
490,141,2710
491,141,2558
492,141,2465
493,141,2463
494,141,2608
495,141,2597
496,141,2351
497,141,2230
498,141,2017
1,142,660
2,142,645
3,142,650
4,142,647
5,142,672
6,142,689
7,142,634
8,142,674
9,142,654
10,142,390
11,142,433
12,142,470
13,142,514
14,142,561
15,142,589
16,142,724
17,142,760
18,142,770
19,142,794
20,142,787
21,142,760
22,142,740
23,142,735
24,142,790
25,142,786
26,142,792
27,142,787
28,142,794
29,142,809
30,142,874
31,142,925
32,142,1012
33,142,1056
34,142,1071
35,142,1061
36,142,1020
37,142,972
38,142,916
39,142,876
40,142,862
41,142,856
42,142,868
43,142,876
44,142,889
45,142,880
46,142,877
47,142,897
48,142,989
49,142,1002
50,142,964
51,142,892
52,142,763
53,142,755
54,142,755
55,142,770
56,142,771
57,142,807
58,142,795
59,142,796
60,142,915
61,142,956
62,142,985
63,142,1069
64,142,1078
65,142,1108
66,142,1070
67,142,1050
68,142,954
69,142,934
70,142,959
71,142,1003
72,142,1020
73,142,1045
74,142,1116
75,142,1086
76,142,1140
77,142,1141
78,142,1062
79,142,1042
80,142,1063
81,142,1188
82,142,1318
83,142,1320
84,142,1223
85,142,1097
86,142,990
87,142,880
88,142,817
89,142,782
90,142,761
91,142,745
92,142,741
93,142,736
94,142,735
95,142,759
96,142,788
97,142,867
98,142,1059
99,142,1125
100,142,995
101,142,733
102,142,641
103,142,614
104,142,527
105,142,446
106,142,435
107,142,432
108,142,431
109,142,431
110,142,431
111,142,433
112,142,434
113,142,434
114,142,429
115,142,429
116,142,429
117,142,429
118,142,429
119,142,433
120,142,443
121,142,500
122,142,462
123,142,440
124,142,440
125,142,441
126,142,442
127,142,438
128,142,445
129,142,447
130,142,444
131,142,445
132,142,446
133,142,446
134,142,446
135,142,447
136,142,451
137,142,503
138,142,523
139,142,509
140,142,524
141,142,541
142,142,527
143,142,538
144,142,521
145,142,513
146,142,515
147,142,516
148,142,520
149,142,538
150,142,541
151,142,566
152,142,585
153,142,578
154,142,595
155,142,586
156,142,552
157,142,559
158,142,558
159,142,551
160,142,546
161,142,542
162,142,529
163,142,518
164,142,514
165,142,518
166,142,518
167,142,521
168,142,533
169,142,535
170,142,543
171,142,571
172,142,603
173,142,587
174,142,600
175,142,620
176,142,550
177,142,543
178,142,554
179,142,603
180,142,653
181,142,715
182,142,755
183,142,810
184,142,731
185,142,682
186,142,706
187,142,719
188,142,741
189,142,782
190,142,762
191,142,715
192,142,775
193,142,817
194,142,782
195,142,756
196,142,774
197,142,771
198,142,795
199,142,816
200,142,811
201,142,886
202,142,908
203,142,882
204,142,926
205,142,1027
206,142,1086
207,142,995
208,142,1015
209,142,940
210,142,918
211,142,860
212,142,850
213,142,856
214,142,912
215,142,823
216,142,815
217,142,847
218,142,914
219,142,933
220,142,992
221,142,941
222,142,860
223,142,850
224,142,896
225,142,891
226,142,878
227,142,848
228,142,781
229,142,691
230,142,607
231,142,705
232,142,748
233,142,740
234,142,739
235,142,649
236,142,567
237,142,571
238,142,637
239,142,724
240,142,765
241,142,681
242,142,623
243,142,551
244,142,496
245,142,492
246,142,486
247,142,479
248,142,474
249,142,470
250,142,468
251,142,480
252,142,516
253,142,616
254,142,642
255,142,607
256,142,570
257,142,496
258,142,443
259,142,438
260,142,435
261,142,434
262,142,434
263,142,434
264,142,529
265,142,506
266,142,476
267,142,440
268,142,434
269,142,434
270,142,434
271,142,434
272,142,458
273,142,557
274,142,672
275,142,998
276,142,1215
277,142,1463
278,142,1513
279,142,1445
280,142,1371
281,142,1424
282,142,1308
283,142,1020
284,142,749
285,142,637
286,142,582
287,142,529
288,142,524
289,142,497
290,142,463
291,142,457
292,142,449
293,142,452
294,142,458
295,142,471
296,142,482
297,142,598
298,142,708
299,142,837
300,142,940
301,142,1022
302,142,1103
303,142,1247
304,142,1400
305,142,1254
306,142,1120
307,142,1148
308,142,1288
309,142,1411
310,142,1501
311,142,1444
312,142,1357
313,142,1225
314,142,1115
315,142,1044
316,142,1155
317,142,1138
318,142,928
319,142,1068
320,142,1230
321,142,1512
322,142,1595
323,142,1676
324,142,1370
325,142,1072
326,142,1385
327,142,1715
328,142,1660
329,142,1499
330,142,1589
331,142,1718
332,142,1830
333,142,1897
334,142,2018
335,142,1906
336,142,1788
337,142,1735
338,142,1786
339,142,1756
340,142,1684
341,142,1618
342,142,1222
343,142,980
344,142,789
345,142,741
346,142,636
347,142,550
348,142,518
349,142,482
350,142,475
351,142,657
352,142,1006
353,142,1446
354,142,1874
355,142,2176
356,142,2120
357,142,2170
358,142,2002
359,142,1959
360,142,1988
361,142,1981
362,142,1822
363,142,1659
364,142,1595
365,142,1744
366,142,1830
367,142,2106
368,142,2164
369,142,1969
370,142,1888
371,142,1946
372,142,1738
373,142,1529
374,142,1388
375,142,1229
376,142,1358
377,142,1680
378,142,2052
379,142,2039
380,142,1822
381,142,1749
382,142,1610
383,142,1460
384,142,1390
385,142,1291
386,142,1096
387,142,1031
388,142,1021
389,142,825
390,142,667
391,142,556
392,142,479
393,142,469
394,142,465
395,142,461
396,142,458
397,142,457
398,142,458
399,142,460
400,142,627
401,142,872
402,142,832
403,142,612
404,142,598
405,142,809
406,142,1184
407,142,1716
408,142,2080
409,142,2253
410,142,2185
411,142,2036
412,142,1968
413,142,2113
414,142,1967
415,142,1830
416,142,1899
417,142,1921
418,142,1979
419,142,1952
420,142,1734
421,142,1733
422,142,1735
423,142,1823
424,142,1959
425,142,2059
426,142,2289
427,142,2526
428,142,2478
429,142,2312
430,142,2148
431,142,2098
432,142,2015
433,142,2197
434,142,2326
435,142,2267
436,142,2076
437,142,2055
438,142,2002
439,142,2149
440,142,2186
441,142,2080
442,142,1769
443,142,1527
444,142,1402
445,142,1670
446,142,1877
447,142,1995
448,142,1859
449,142,1490
450,142,1421
451,142,1728
452,142,1676
453,142,1345
454,142,924
455,142,795
456,142,1220
457,142,1610
458,142,1900
459,142,1971
460,142,1794
461,142,1924
462,142,2137
463,142,2079
464,142,1997
465,142,1897
466,142,1975
467,142,1912
468,142,1836
469,142,1743
470,142,1687
471,142,1722
472,142,1699
473,142,1705
474,142,1725
475,142,1750
476,142,1812
477,142,1854
478,142,1918
479,142,1960
480,142,1949
481,142,1913
482,142,2143
483,142,2380
484,142,2518
485,142,2200
486,142,2006
487,142,2403
488,142,2765
489,142,2938
490,142,2646
491,142,2519
492,142,2575
493,142,2751
494,142,2797
495,142,2615
496,142,2502
497,142,2567
498,142,2574
1,143,653
2,143,647
3,143,645
4,143,526
5,143,638
6,143,494
7,143,654
8,143,625
9,143,402
10,143,521
11,143,705
12,143,595
13,143,526
14,143,634
15,143,796
16,143,797
17,143,790
18,143,800
19,143,832
20,143,850
21,143,818
22,143,771
23,143,760
24,143,786
25,143,849
26,143,799
27,143,796
28,143,802
29,143,807
30,143,817
31,143,832
32,143,882
33,143,937
34,143,974
35,143,1046
36,143,1030
37,143,1047
38,143,1028
39,143,948
40,143,872
41,143,860
42,143,862
43,143,885
44,143,890
45,143,884
46,143,882
47,143,889
48,143,913
49,143,994
50,143,996
51,143,977
52,143,921
53,143,785
54,143,755
55,143,756
56,143,755
57,143,817
58,143,926
59,143,866
60,143,795
61,143,772
62,143,760
63,143,912
64,143,950
65,143,983
66,143,922
67,143,892
68,143,934
69,143,1008
70,143,928
71,143,937
72,143,991
73,143,1025
74,143,1025
75,143,1137
76,143,1121
77,143,1150
78,143,1216
79,143,1162
80,143,1052
81,143,1084
82,143,1244
83,143,1325
84,143,1327
85,143,1238
86,143,1059
87,143,952
88,143,864
89,143,812
90,143,783
91,143,761
92,143,742
93,143,728
94,143,719
95,143,729
96,143,747
97,143,783
98,143,828
99,143,1121
100,143,1097
101,143,1033
102,143,831
103,143,782
104,143,711
105,143,567
106,143,465
107,143,436
108,143,434
109,143,433
110,143,432
111,143,429
112,143,429
113,143,429
114,143,429
115,143,429
116,143,429
117,143,429
118,143,429
119,143,429
120,143,429
121,143,429
122,143,434
123,143,460
124,143,437
125,143,436
126,143,443
127,143,448
128,143,452
129,143,449
130,143,450
131,143,445
132,143,445
133,143,446
134,143,446
135,143,445
136,143,445
137,143,478
138,143,494
139,143,506
140,143,494
